,group,names,scores,logfoldchanges,pvals,pvals_adj
30,0,IGFBP7,17.360281,,1.6491640227097413e-67,1.0307275141935882e-65
31,0,SLC6A12,17.076736,,2.21150340183635e-65,1.3403050920220302e-63
32,0,COL4A1,16.969318,,1.3853218900697582e-64,8.148952294527989e-63
33,0,KCNT2,16.695585,,1.4112996261115038e-62,8.064569292065735e-61
34,0,SYNE2,16.686014,,1.6566810209176809e-62,9.203783449542673e-61
35,0,COL6A2,16.139734,,1.3411709218111236e-58,7.249572550330398e-57
36,0,RNF152,15.489525,,4.0829661327269837e-54,2.148929543540518e-52
37,0,KCNE4,15.330038,,4.8170330998282595e-53,2.4702733845273124e-51
38,0,GGT5,15.2101145,,3.0301072278843246e-52,1.5150536139421622e-50
39,0,PARD3B,15.12213,,1.1573605905074503e-51,5.645661417109514e-50
40,0,PDE7B,15.0853615,,2.021652485411233e-51,9.626916597196347e-50
41,0,ADGRD1,14.879363,,4.487543437884093e-50,2.0872295059926013e-48
42,0,PCBP3,14.852927,,6.659627131544119e-50,3.0271032416109633e-48
43,0,LEF1,14.841949,,7.844316293253407e-50,3.4863627970015146e-48
44,0,ABCA9,14.835126,,8.684074173655092e-50,3.775684423328301e-48
45,0,COL4A2,14.56478,,4.7049802510514524e-48,2.0021192557665753e-46
46,0,ATP1B3,14.538828,,6.875975007795247e-48,2.8649895865813526e-46
47,0,PHLDB2,14.30247,,2.111798283246349e-46,8.447193132985395e-45
48,0,ACSS3,14.2786,,2.9751836398056354e-46,1.1667386822767198e-44
49,0,HES4,14.14434,,2.0240678121167767e-45,7.784876200449141e-44
50,0,SLC19A1,14.084669,,4.7186060325516034e-45,1.7806060500194731e-43
51,0,IFITM3,13.944108,,3.4169545006224205e-44,1.2655387039342299e-42
52,0,FN1,13.915944,,5.068592810495022e-44,1.843124658361826e-42
53,0,TFPI,13.887351,,7.55792977763972e-44,2.6992606348713285e-42
54,0,MYOF,13.756003,,4.6873288312743756e-43,1.6446767829032896e-41
55,0,RHOJ,13.358834,,1.051981077166039e-40,3.627520955744962e-39
56,0,SNTB1,13.347129,,1.2310249049120276e-40,4.1729657793628055e-39
57,0,PRELP,13.118454,,2.5814860361790342e-39,8.604953453930114e-38
58,0,UST,13.02849,,8.425837067820117e-39,2.7625695304328257e-37
59,0,TXNIP,12.965321,,1.924232717337926e-38,6.20720231399331e-37
60,0,SLC7A11,12.895326,,4.782374029436463e-38,1.4970781525118564e-36
61,0,YBX3,12.895192,,4.79065008803794e-38,1.4970781525118564e-36
62,0,C11orf96,12.861019,,7.458647382997929e-38,2.2949684255378245e-36
63,0,CARMN,12.758718,,2.7875366122053132e-37,8.447080643046403e-36
64,0,IL1R1,12.724652,,4.313922875811296e-37,1.287738171883969e-35
65,0,LINC01088,12.716391,,4.7950222884159155e-37,1.4103006730635046e-35
66,0,SLC30A10,12.653376,,1.0716876733188468e-36,3.1063410820836136e-35
67,0,PTH1R,12.608919,,1.8856050491918885e-36,5.387442997691109e-35
